insurance,1,16123.281401987928,0.1,0.7,100,True,True,1.2,False,90000,6882.967284440994,28097.20592089367,67512513.1235,0.36538461538461536,0.5
insurance,1,16089.044497174136,0.1,0.7,100,True,True,1.2,False,90000,7037.670483827591,27924.827176801948,70242600.779,0.40384615384615385,0.5769230769230769
insurance,1,16029.456485110028,0.1,0.7,100,True,True,1.2,False,90000,6789.647030353546,28055.682463647423,66989835.0715,0.40384615384615385,0.5192307692307693
insurance,1,16198.225349419703,0.1,0.7,100,True,True,1.2,False,90000,6853.145371437073,28058.619164051986,65013476.015,0.40384615384615385,0.5192307692307693
insurance,1,15679.221955924824,0.1,0.7,100,True,True,1.2,False,90000,7381.936851263046,25324.18802734357,145038882.652,0.28846153846153844,0.5192307692307693
insurance,1,16200.840975809473,0.1,0.7,100,True,True,1.2,False,90000,7123.8637228012085,28086.150477597395,69607892.9495,0.2692307692307692,0.4807692307692308
insurance,1,16005.6815650389,0.1,0.7,100,True,True,1.2,False,90000,5775.511023759842,27860.609682728737,67082727.976500005,0.3076923076923077,0.5
insurance,1,16218.423840488726,0.1,0.7,100,True,True,1.2,False,90000,5778.658294677734,28366.4236019542,66706405.931,0.2692307692307692,0.4807692307692308
insurance,1,16245.605783637393,0.1,0.7,100,True,True,1.2,False,90000,5797.1256980896,27862.77598172709,64991772.921000004,0.4423076923076923,0.5769230769230769
insurance,1,16094.977421662099,0.1,0.7,100,True,True,1.2,False,90000,5866.001017570496,28199.1363664003,70167459.1575,0.3076923076923077,0.5
insurance,1,15838.750731299433,0.1,0.7,100,True,True,1.2,False,90000,6076.435033798218,25548.910008102474,134183819.818,0.3076923076923077,0.5
insurance,1,15588.369146999641,0.1,0.7,100,True,True,1.2,False,90000,6076.555333614349,25008.530691542255,132905249.84,0.28846153846153844,0.4423076923076923
insurance,1,16321.513328850573,0.1,0.7,100,True,True,1.2,False,90000,5964.455136060715,28144.53281642608,132849471.582,0.28846153846153844,0.5192307692307693
insurance,1,16260.712403503065,0.1,0.7,100,True,True,1.2,False,90000,5800.185888290405,28122.940974055044,67405026.6435,0.3076923076923077,0.5
insurance,1,16281.914256946438,0.1,0.7,100,True,True,1.2,False,90000,6076.520743131638,28117.023289032608,66526287.8325,0.4230769230769231,0.5576923076923077
insurance,1,16224.861645255442,0.1,0.7,100,True,True,1.2,False,90000,5878.167253494263,28064.314414955345,64086042.429,0.4230769230769231,0.5384615384615384
insurance,1,16022.456490312565,0.1,0.7,100,True,True,1.2,False,90000,5980.239201068878,27826.97944881435,67402833.0525,0.38461538461538464,0.5384615384615384
insurance,1,15819.012673484736,0.1,0.7,100,True,True,1.2,False,90000,6107.540944337845,25230.262656826046,138493348.5965,0.3076923076923077,0.5
insurance,1,16178.076223210837,0.1,0.7,100,True,True,1.2,False,90000,5689.634873628616,27986.653784642833,64123777.624,0.40384615384615385,0.5576923076923077
insurance,1,16360.288242607861,0.1,0.7,100,True,True,1.2,False,90000,6008.3944725990295,28050.231649427376,67005452.824,0.4230769230769231,0.5769230769230769
