asia,1000,147.76772413315481,0.8280000000000001,0.125,0.125
asia,1000,-inf,0.8375,0.0,0.0
asia,1000,inf,0.7935,0.0,0.0
asia,1000,125.30301133506428,0.84,0.0,0.125
asia,1000,153.23905590238581,0.8195,0.125,0.125
asia,1000,156.50559891631198,0.8055,0.125,0.125
asia,1000,0,0.8225,0.0,0.0
asia,1000,0,0.793,0.0,0.0
asia,1000,891.0520104412783,0.984,0.125,0.125
asia,1000,126.22255988280176,0.8310000000000001,0.125,0.125
asia,1000,127.8921499871303,0.8615,0.0,0.125
asia,1000,130.1507320033595,0.8055,0.125,0.125
asia,1000,83.5138459201585,0.799,0.125,0.125
asia,1000,107.54852408187645,0.8150000000000001,0.125,0.125
asia,1000,139.12872212741522,0.7985,0.125,0.125
asia,1000,112.54002805235538,0.8230000000000001,0.125,0.125
asia,1000,108.23759326648076,0.8125,0.125,0.125
asia,1000,126.7997349325179,0.8160000000000001,0.125,0.125
asia,1000,3476.956820083029,3.4475000000000002,0.0,0.375
asia,1000,3550.4337048087964,4.4705,0.0,0.375
asia,1000,3520.273111363895,4.679,0.0,0.375
asia,1000,3623.4952869273743,4.0545,0.0,0.375
asia,1000,3320.7730984205527,3.0875,0.125,0.25
