child,2,3.9781434535980225,123162.20722362549,20446,False,124476.22643601846,32.5646,0.68,1.0
child,2,4.248390197753906,123044.73548486675,21938,False,124346.65659625994,33.00555,0.64,1.0
child,2,4.009088516235352,122502.54643723919,20140,False,124183.67067479875,32.373650000000005,0.44,0.88
child,2,3.760096788406372,122767.50932141565,18970,False,122767.50932141567,24.55795,0.8,1.0
child,2,3.7813961505889893,123029.40568666502,19210,False,123142.18014709943,27.73875,0.72,1.0
child,2,3.77846097946167,121994.30970728958,20182,False,122255.01836786029,24.6993,0.68,1.0
child,2,3.8986194133758545,121932.90457428037,20648,False,122022.69519364527,23.513250000000003,0.68,1.0
child,2,4.2564592361450195,122832.94578356558,19688,False,122957.19141337177,28.597,0.76,1.0
child,2,4.393198251724243,123048.63377829024,19718,False,123511.25077110004,27.056,0.56,1.0
child,2,4.1158294677734375,122930.32846173953,19942,False,123059.37081092308,27.192300000000003,0.68,1.0
child,2,4.238799095153809,123087.62576027159,21130,False,123356.32950429211,27.934350000000002,0.68,1.0
child,2,3.9169504642486572,123062.87834565967,19464,False,123062.8783456597,24.7558,0.8,1.0
child,2,4.0895280838012695,122737.50347950426,20562,False,123507.8366845815,35.5978,0.76,1.0
child,2,3.947772264480591,122809.67211597374,19770,False,122928.92878722431,28.50165,0.68,1.0
child,2,4.323483467102051,122577.96263889052,21232,False,122841.73380152963,26.25385,0.68,1.0
child,2,4.150974988937378,122877.79866312575,21216,False,123064.3928845778,27.39425,0.72,1.0
child,2,4.174041986465454,123509.50191484687,21398,False,124734.36878206287,33.9575,0.64,0.96
child,2,3.9059269428253174,122882.04390085512,19784,False,123009.19080859439,28.4726,0.68,1.0
child,2,3.913853645324707,122865.62576176101,20414,False,122989.22939693429,27.340700000000002,0.72,1.0
child,2,4.172673463821411,123357.8381015456,21308,False,124571.81223969019,29.347550000000002,0.68,0.96
