asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2276.7384418863485,0.7425,0.5,0.875
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2292.887486458557,0.548,0.625,0.625
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2253.599524398377,0.811,0.875,0.875
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2297.3350642791797,0.5315,0.5,0.625
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2252.828718829214,0.9235,0.75,0.875
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2310.0524505195763,0.5425,0.375,0.5
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2260.8979425523853,1.5170000000000001,0.5,0.75
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2324.643395282589,0.541,0.375,0.5
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2254.291717676953,0.7715,0.75,0.75
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2290.571690707977,0.5485,0.5,0.5
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2256.548825682961,0.6225,0.5,0.875
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2300.0818793587314,0.5395,0.625,0.75
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2255.0936821793675,0.844,0.625,0.75
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2287.8637200851067,0.5465,0.625,0.625
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2259.412887897984,0.791,0.75,1.0
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2299.4209057865405,0.5415,0.5,0.625
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2289.8287967900615,1.113,0.5,0.875
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2289.055612149823,0.5465,0.5,0.5
asia,1000,100,0.5,1.0,20,10,0.1,bic,True,2261.2298990166037,0.6970000000000001,0.375,0.625
asia,1000,100,0.5,1.0,20,10,0.1,ls,True,2302.2650180051264,0.5750000000000001,0.625,0.625
